index,cafe,review,친절해요,커피가 맛있어요,인테리어가 멋져요,디저트가 맛있어요,매장이 청결해요,음료가 맛있어요,대화하기 좋아요,사진이 잘 나와요,뷰가 좋아요,가성비가 좋아요,집중하기 좋아요
78,카페 시노라,줄서서 기다리려도 되는 커피맛집,0,1,0,0,0,0,0,0,0,0,0
2507,커피 이터니티,하 증맬로 찾아온 보람 음료 종류가 너무 궁금해서 명이서 잔 시켰어요 증맬루 맛있네요 이터너티커피는 진짜 취저입니다 약간 뭐랄까 제티맛인데 그냥 제티말고 시그니엘급 고급진 제티 맛이에요 레몬에이드 무적권 시키세여 진짜 찐맛탱 아메리카노 원두는 강배전도 아니고 씁쓸한 맛도 덜 나서 호불호 없을 것 같아요 추천 추천 합니다,0,1,0,0,0,1,0,0,0,0,0
1484,부빙,비싸지만 맛있어요 대기가 있어요 인이 왔는데 인씩 다른맛 시켰어요 양이 그렇게 많진 않아요 여자 혼자 인 빙수 가능합니다 팥빙수랑 호지차빙수 먹었습니다 팥 퀄리티가 좋아요 얼음도 맛있어요 떡은 좀 아쉽네요,0,0,0,1,0,0,0,0,0,0,0
3397,마뫼,안에 좌석 느낌 밖에 공간도 다 좋아요,0,0,1,0,0,0,0,0,0,0,0
4312,푸르너스가든 서울숲,수박주스랑 에이드 너무 맛잇엇어요 담엔 앉아서 먹고 갈게요,0,0,0,0,0,1,0,0,0,0,0
1987,합 원서점,비오는 날 혼자 앉아 있었습니다 큰 창으로 내다 보이는 비에 젖은 푸른 담쟁이 한옥 기와로 떨어지는 빗물 정말 분위기 있는 곳이었습니다 다만 기대했던 주악이 그렇게 작은 사이즈인줄은 몰랐습니다 작아도 너무 작은 사이즈 가격만 생각하면 매우 사악합니다 아름다운 공간에 앉아있는 입장료라고 생각해야 할것 같습니다,0,0,1,0,0,0,0,0,0,0,0
1830,제이히든하우스,넘 예쁘고 넓고 쾌적하고 깨끗하고 음료 디저트도 다 맛있어요 또 가고싶어요,0,0,1,1,1,1,0,0,0,0,0
633,프릳츠 원서점,안국오면 종종 들리는 프릳츠 분위기도 컵의 모양도 커피 맛도 모두 만족스러운 곳입니다 가격대는 쪼꼼 있어서 아쉽지만 그만큼 힙한 갬성으로 매력을 뽐내는 곳이기도 합니댯,0,1,1,0,0,0,0,0,0,0,0
919,네스트 & 레스트,옮겨오기 전 부터 가보고 싶었는데 드디어 방문했네요 조용히 쉬고 오기 좋은거 같아요,0,0,0,0,0,0,0,0,0,0,1
3928,카페 할아버지공장,오늘 처음 알게된 성수동 핫한 카페 할아버지공장 커피값은 좀 비싸지만 맛과 향이 좋았어요 층 층은 행사준비로 막아놓아서 아쉬웠어요 다음 방문때는 층에서 즐기기로,0,1,0,0,0,0,0,0,0,0,0
3479,한상훈셰프,맛있고 분위기좋구 모두 좋았습니다,0,0,1,0,0,0,0,0,0,0,0
1318,에이에이트카페,매일 지나치다가 빙수맛집이라는 소문에 들림 와우 밀크빙수 예술입니다 양도 많고 샤르륵 놓는 우유맛 샤벳이랑 인절미 단팥의 조화 다음번에는 다른 빙수도 도전 커피도 끝맛이 계속 입속에 남아요 연한맛 좋아하는 내 취향 인테리어도 멋지네요 뭔가 훌륭한 프로젝 트가 일어나는 건물인듯 아쇼카 네이버 폭풍 검색해봄,0,1,0,1,0,0,0,0,0,0,0
1095,업스테어카페,분위기가 운치 있어요 주차장도 넓어서 좋아요,0,0,1,0,0,0,0,0,0,0,0
3480,한상훈셰프,비건 메뉴가 있는 곳 버섯 피자 맛있습니다,0,0,0,1,0,0,0,0,0,0,0
3809,성수동꽈배기 로고스타,밤늦게까지 수고가 많으신 사장님 친절하셔가지구 너무 좋아요 꽈배기도 맛있고 번창하세용,1,0,0,1,0,0,0,0,0,0,0
553,이태리탁,융드립퍼로 내린 특별한 감성과 멋진 분위기가 있는 집입니다 커피 원두종류와 볶은강도 강중약에서 스스로선택해서 주문하셔야 해요 고객마다 호불호가있고 사장님이 그 추상적느낌을 정확히 모든손님에게설명하고 권하기어려우니 추천은 권하지않고요 한옥갬 성과 빈티지한 따듯하고 묵직한잔과 예쁜물컵 특별한 커피를 마시는기분이 경험하기에 멋진일입니다 원두값이 폭등했다는데,0,1,0,0,0,0,0,0,0,0,0
1020,GROUND62,서비스에 예민하신분은 가지마세요 카페사장님인지 중년여성 직원인지 서비스가 너무 안좋았어요 일하고싶어보이지두않 구 케이크 해동되는데 얼마나걸리냐고 여쭸는데 좀걸려요 라는대답이 정상인가요 다시 여쭈니까 그제서야 한시간이라고 대 답해주시네요 치즈케이크는 진짜 맛이없어요 다른거 드세용 설탕덩어리에 인위적인맛이너무 강렬해요 서비스만좋았어도,0,0,0,0,0,0,0,0,0,0,0
2245,해피클럽,힙지로 감성의 레트로느낌나는 카페 요즘 유행을 즐기고 싶다면 추천합니다 인스타에 올리기 좋은 힙지로 갬성이네요 연유소금라 떼랑 해피크림라떼를 먹었는데 음료가 고소하니 맛있었고요,0,1,1,0,0,0,0,0,0,0,0
199,성북동빵공장,빵 맛있고 커피도 굿 한번쯤은 꼭 가보세요,0,1,0,1,0,0,0,0,0,0,0
592,라플란드 드 카페,옷가게처럼 보이는 건물에 카페 이름도 숨어 있어서 방문했더니 층에 카페 자리가 마련되어 있었어요 층은 옷 잡화 가게이고 층에서 주문 후 층 자리 잡았는데 조용해서 좋았어요 그런데 테이블에 먼지가 많고 둘러보니 사무실도 겸용으로 쓰고 계셨는데 전체적으로 관리한지 오래된 어수선한 느낌이 나서 재방문하진 않을 것 같아요 커피는 정말 맛있었습니다,0,1,0,0,0,0,0,0,0,0,1
2176,테르트르,여기가 해외인줄 알았어요 모두 영어만 있어서 커피값도 너무 비싸고 맛도 없고 빵도 너무 작고 비싸고 의자도 불편하고 뭐하나 마 음에 든 분분이 없었어요 돈쓰고 기분일 상해서 온 카폐네요 소개해 주고 싶지 않는 카페 입니다,0,0,0,0,0,0,0,0,0,0,0
892,커피브론즈,딸기케이크 일단 비주얼에서 반하고 딸기가 저만큼 들어갔으니 당연히 맛있구요 커피도 너무 맛있어요 달달하지 않은 초코라 더 맛있고 친절하게 알려주신대로 커피랑 같이 먹어야 더 맛있어요 직원분 정말 친절하세요 내부는 협소한편이라 웨이팅 있을 수 있어요,1,0,0,1,0,0,0,0,0,0,0
566,파인콘,테이블간 거리가 넓어서 좋아요,0,0,1,0,0,0,0,0,0,0,0
1405,onground,음료는 무난 인테리어가 넘 멋있어요,0,0,1,0,0,0,0,0,0,0,0
731,호텔세느장,원하는 자리만 있다면야 놀러가기 좋은듯 디저트 퀄리티도 생각보다 좋았음,0,0,0,1,0,0,0,0,0,0,0
3611,호두붐 을지로점,생각보다 커피가 맛있었어요,0,1,0,0,0,0,0,0,0,0,0
1669,소진담 안녕인사동점,내돈내산 제 생일 셀프로 케익주문 했오용 우째 홀케익은 무조건 신사에서 구매해야 한다거 생각했는지 혹시나 하는 마음에 인사점에 전화하니 흔쾌히 이곳에서도 주문이 가능하여서 당장 냅 다 얼그레이로 주문했아여 이 케익 처음 먹은게 조각이였는데 그 때의 첫 맛과는 살 짝 달라요 말린 잎 그런거 씹히는 것도 전혀 없어 향도 맛도 전체적으로 연했어요 홀케익 주문시,0,0,0,0,0,0,0,0,0,0,0
1562,인덱스카라멜,원래 리본 색 물어보고 해주시는데 이번에 일하는 분 주말 은 그런거 없이 그냥 해주시고 좀 친절과는 거리가 멀더라구요 저는 쥬쥬베 좋아하는데 트러플도 괜찮고 바질도 괜찮아요 펌킨은 처음 먹어보네요 선물용으로도 좋고 위스키랑 먹기 좋아요,0,0,0,1,0,0,0,0,0,0,0
2115,알티프로젝트,크로플과 아인슈페너가 맛있는 커피숍 조용하고 분위기도 좋아서 자주가는 단골집,0,1,1,1,0,0,0,0,0,0,1
2902,캘린더커피스탠드,치즈케이크 완전 맛있구 분위기도 좋고 카페도 예쁘고 친절하시고 최고입니다,1,0,1,1,0,0,0,0,0,0,0
672,일월일일,아인슈페너와 쿠키 다 맛있었어요,0,1,0,1,0,0,0,0,0,0,0
2826,오슬랑커피 신당점,공차와는 또 다른 맛 홍차 너무 진하고 맛있어요 펄도 엄청 쫄깃하고 많이 넣어주십니다,0,0,0,0,0,1,0,0,0,0,0
3550,Cup of Tea,좋은 원두를 사용하는듯,0,0,0,0,0,0,0,0,0,0,0
655,땡스오트 안국,커피 종류의 음료가 없는게 조금 아쉬웠어요 커피대신 홍차를 마셨는데 맛이 좋았습니다 그릭요거트도 맛있었고 편안한 분위기 가 맘에 들었습니다,0,0,1,1,0,1,0,0,0,0,0
557,이태리탁,안녕하세요 저 용훈이에요 굴라쉬에 레드와인 최고에요 이제 시까지니까 다음주에 또 갈게요,0,0,0,0,0,0,0,0,0,0,0
2307,카페다오,갸또 찐맛집입니다 꾸덕하고 촉촉하며 흑임자의 꼬수함이 듬뿍 느껴져요 녹진하며 진득하니 입에 착 감기는 맛이에요 흑임자 맛이 잘 느껴져서 좋네요 한옥이라 분위기 좋고 커피맛도 괜찮아요 여유롭고 힐링하기 좋네요 친구랑 즐겁게 보내다 갑니다 참 사장님도 친절하셔서 기분 좋게 보내다 갑니다 창문 넘어 풍경마저 완벽한 곳 근처 오시면 카페에서 휴식하고 가세요,1,0,1,1,0,0,0,0,1,0,0
1393,마샹스,티 종류가 많고 쿠키가 정말 맛있어요 가격은 비싼편인데 날씨 좋은 날 야외에서 먹으면 기분이 좋아져요,0,0,0,1,0,0,0,0,0,0,0
544,테라로사 국립현대미술관서울점,아주큰 테이블에 떨어져앉아 얘기하기에 너무좋네요 처음방문인데 미술관 창문밖 풍경도 좋고 제가 마신 카푸치노 진하고 진짜 맛있네요 레몬치즈케이크도 진짜 진하고 강추에요 에디오피아 드롭커피는 산미가 강하니 산미 싫어하시는분은 피하시는게 좋아요,0,1,1,1,0,0,0,0,1,0,0
3725,블루보틀 성수 카페,성수 블루보틀에서 카페라떼랑 뉴올리언스 시켰어요 테이크아웃 했는데 날씨 좋을 때 딱 인것 같아요,0,0,0,0,0,0,0,0,0,0,0
2695,4F,방산시장 한가운데 있는 카페에요 공간은 작지만 층까지 카페 공간이 있어 층마다 다른 분위기가 재미있어요 시그니처 방산라떼에는 직접 만든 크림이 올라가 고소하고 부드럽고 맛있어요 디저트 종류가 다양하고 계절마다 다른 메뉴를 보여 주십니다,0,1,0,0,0,0,0,0,0,0,0
1068,블랑제메종북악,밤부에서 하는 덴줄 알았으면 안갔을텐뎈 빵은 제 스타일은 아니고 커피는 마실만 합니다 요즘 같으면 테라스 자리가 좋겠지만 주말엔 그늘진 테라스 앉기가 쉽지않네요 치아바타 샌드위치가 원 정돈데 특별할건 없어서 재방문의사는 없습니다,0,0,0,0,0,0,0,0,0,0,0
4138,TOGOOR,시그니처라떼랑 도넛 넘 맛있어요 깻잎샤베트 도전이였는데 신기하고 진짜 맛있어요 앞에 벚꽃길이 바로있어서 뷰도 너무 좋네요 친절하시고 기분좋은 카페 번창하세요,1,1,0,1,0,1,0,0,1,0,0
615,카페 노티드 안국,맛은 없고 이쁘기간 할줄 알았는데 우와 진짜 맛있어요 다음날 먹었는데도 촉촉함이 지금껏 먹었던 도넛과 달라요 다운타우너버거 옆집이라 음식 기다리는동안 후다닥 사왔어요 시반전에는 대기없이 가능합니당,0,0,0,1,0,0,0,0,0,0,0
768,몽핀,자몽타르트 너무 맛있어요,0,0,0,1,0,0,0,0,0,0,0
2344,오후홍콩 대학로점,밀크티 덕후들인데 조금 덜 달았으면 더 맛있을거같아요,0,0,0,0,0,0,0,0,0,0,0
1739,종로3가 카페 솜붕아 본점,매운맛붕어빵이 특이해서 먹어봤는데 한번 경험해볼만한 맛이에요 재밌음 애플쨈 붕어빵도 맛있고 사장님이 친절하심 아이스아메리카노도 저렴해서 걸어가면서 시원한거 땡길때 사먹기좋았어여,1,0,0,1,0,0,0,0,0,1,0
3485,더 스팟 패뷸러스,기대 이상으로 들어가보면 더 좋은 명동 카페 특히 야간에 더 예쁜 것 같아요 인테리어가 모던하면서 고풍스러운 느낌이 있고 창문 많아서 좋아요 빵 케이크가 좀 비싼감이 있지만 맛있어요 커피도 맛있네요 저녁임에도 사람들 참 많았어요,0,1,1,1,0,0,0,0,0,0,0
821,누오바 이탈리아,심플이즈더베스트 오픈한지 얼마안되서 용리단길 휘어잡은 핫플 기본 마리나라 토마토 소스가 상큼새큼 넘 맛있고 포카치아 빵 자체도 훌륭,0,0,0,1,0,0,0,0,0,0,0
4379,에이요커피,주택가 사이에 있어서 조용하고 분위기 좋아요 매장 내부에도 테이블 있고 야외에서도 커피를 즐길 수 있어요 에스프레소바는 성수동이나 잠실가야 볼 수 있었는데 군자에서 만날 수 있어 좋네요 커피도 맛있고 휘낭시에도 맛있어요,0,1,0,1,0,0,0,0,0,0,0
13,에디션덴마크쇼룸,추천 받아서 방문해봤습니다 티랑 크래커랑 너무 맛있어요,0,0,0,1,0,1,0,0,0,0,0
4024,버터 팬트리,해초버터 재구매 하러 들렀는데 새로운 버터들도 출시되었더라구요 사장님이 취향에 따라 버터 추천도 해주시고 페어링 방법도 상세히 알려주셔서 좋았어요 커피도 맛있고 무엇보다 엄청난 와인 셀랙션에 양손 가득 무겁게 갑니다 또 올게요,0,1,0,1,0,0,0,0,0,0,0
1712,앞으로의빵집,사장님 너무 친절하셔서 놀라고 케이크도 맛있어서 너무 좋았던 장소 커피도 유기농 커피 먹었는데 처음 먹는 맛이라 신기했어요 근데 조금 한커피 가격대는 있는 편이지만 나중에 포장하러 재방문 할 것 같아용,1,0,0,0,0,0,0,0,0,0,0
1782,카페 꽃이피움,통문이라 요새같은 날씨 좋을때 방문하기 좋네요,0,0,0,0,0,0,0,0,0,0,0
1396,개비스커피,오랜만에 갔는데 값이 올랐지만 녹차 아이스크림과 코코넛 크림 커피 굳 다음엔 빙수 먹으러 갈게요 여기 빙수 맛집,0,1,0,1,0,0,0,0,0,0,0
458,히든커피,가성비 테이크아웃 전문점 음료 종류 많음 주문 빨리 나오는 편,0,0,0,0,0,0,0,0,0,1,0
1472,어니언 안국,왕밤빵이 정말 맛있었어요 인테리어도 정말 예쁘고 완전 포토스팟 근데 대기줄 시간은 못기다릴거같아서 그냥 빠르게 포장만하고 나오는게 맞는듯 밤빵도 데워서 포장해주시고 정말 맛있었어요 빵값에 자리값도 포함인거 생각하면 포장할인같은것도 있었음 좋을거같아요,0,0,1,1,0,0,0,0,0,0,0
1003,스윗픽,처음 방문했는데 커피가 생각보다 맛있어요 디저트는 고민하다 피낭시에 주문했는데 그냥 제 기준엔 오버쿠킹 된거같아요 냄새도 좋고 맛도 괜찮았는데 겉이 너무 바삭 촉촉하고 쫀득한 스타일은 아니예요 다음번엔 다쿠와즈나 다른거 먹어보려구요,0,1,0,1,0,0,0,0,0,0,0
299,묘한빵집,빵이 담백하고 맛있어요 피스타치오 마리또쪼 이탈리아 빵이라고 해요 크랜베리 깜파뉴는 먹기 좋게 잘라서 담아주셨어요,0,0,0,1,0,0,0,0,0,0,0
3825,티핀,매장에 그래도 팀 정도 앉을 테이블 있고 차향이 나서 기분 좋아집니다 아쌈 밀크티 제가 원하는 만큼 진하진 않았는데 맛있어요 찻잎 우려서 얼음넣고 찬우유 넣고 시럽 조금 넣는다 생각하면 이정도 진하기가 당연한 것 같아요 다음엔 얼그레이 도전합니다,0,0,0,0,0,1,0,0,0,0,0
843,달럽,맛있고 분위기 좋습니다,0,0,1,0,0,0,0,0,0,0,0
3879,체다앤올리,엄청 맛있지는 않았음,0,0,0,0,0,0,0,0,0,0,0
1149,레종데트르,블루리본 받을만한 곳이네요 케이크 모양을 보면 어찌 이리 이쁠까 하다가 많이 달 것 같아 하고 한입 먹었는데 이게 웬걸 달지 않아요 기분 좋은 적당한 단맛 인위적이지 않은 단맛 맛보고 또 한 번 감탄하게 되네요,0,0,0,1,0,0,0,0,0,0,0
555,이태리탁,융드립맛집이라고 해서 일부러 찾아간 집 아늑한 실내공간 약배전으로 케냐 안티구아강배전으로 동생과 함께 좋은시간 가졌다 사장님 넘 친절하시고 서비스로 특별히 주신 커피도 부드럽고 맛이 좋았다 담에 재방의사 있습니다,1,1,1,0,0,0,0,0,0,0,0
2790,멜로우레시피,새로 생긴 멜로우 레시피에서 생일 케이크 미리 주문하고 바로 픽업했어요 사장님도 친절하시고 주차도 편해요 가장 중요한 건 케이크 가 존맛탱이에요 얼그레 자몽 케이크 먹었는데 자몽이 케이크 안에도 많이 들어있고 생크림도 맛있어요 그리고 달지 않아서 좋아요 너무 달지 않고 적당히 맛있어요 케이크 완전 강추해요,1,0,0,1,0,0,0,0,0,0,0
3116,에스프레소바 오덕새,첫 방문인데 사장님 인상이 너무 좋습니다 날도 좋고 분위기도 무엇보다 이 미친가격 개인적으로 산미를 좋아하지 않는데 묵직 하면서도 크리미한게 딱 제스타일 이었습니다 인상깊은 곳이라 리뷰 예쁘게 남기고 갑니다,0,1,0,0,0,0,0,0,0,0,0
2928,피알앤티,커피가 맛있고 인테리어도 예뻐요 점심할인이 있다니 최고,0,1,1,0,0,0,0,0,0,1,0
4002,지수언니,진심 사장님은 또왜이렇게 친절하신거죠 갬동 사간 컵케익으로 생파했는데 분위기 잇어요,1,0,0,0,0,0,0,0,0,0,0
2243,달팽이카페,브런치메뉴가 다 맛있고 가성비가 좋네요,0,0,0,1,0,0,0,0,0,1,0
3749,오버도즈도넛앤커피,도넛 가격이 세지만 웬만한 케이크보다 맛있는듯요 먹어본 도넛 중 가장 맛있다 표현할 수 있을듯 라즈베리 도넛 필링이 가득,0,0,0,1,0,0,0,0,0,0,0
1583,호아드 카페&갤러리,공간이 정말 멋지네요 마주보고 있는 세개의 벌도 공간이 있길래 다른 카페인가 했는데 같이 곳이더라구요 층도 있구요 자주 갈거같아요,0,0,1,0,0,0,0,0,0,0,0
2440,네이버후드,주차하기 편합니다 야외좌석도 햇볕이 적당히 가려 좋네요,0,0,1,0,0,0,0,0,0,0,0
3034,카페 스파츠,진짜 분위기도 최고고 브라우니 왕 꾸덕하고 너무 맛있어요 오티지나고 개강하면 진짜 자주 갈 것 같아요 최고,0,0,1,1,0,0,0,0,0,0,0
3151,릴리펏 현대시티아울렛동대문점,와 우리애기 개월때는 제일 좋은 플레그쉽 키즈카페 였는데 세월이 무색하게 남루한공간이 되었네요 아이들 드레스는 다찢어져있 고 장난감은 다부셔지고 찌든때에 쩔어있구요 오랜만에 아이들 데리고 왔다가 마음이 참 착찹합니다 가격이 저렴한것도 아니자나요 몇주라도 휴관하시고 전체리모델링하시는게 서로에게 부끄럽지 않을듯합니다 아이들이 아빠 이거 다찢어졌어 하는데 제가대,0,0,0,0,0,0,0,0,0,0,0
1550,카페사사,일단 사사한상차림 메뉴 되게 신선하고 좋았어요 떡은 바삭한데 쫄깃하고 조청이랑 인절미 가루도 정말 잘 어울리고 논알콜 막걸리도 진짜 맛있는데 떡이랑 같이 먹으니까 와 게다가 논알콜 막걸리와 떡을 한옥 인테리어에서 먹으니까 괜히 더 맛있는 느낌 오미자 에이드도 진짜 맛있어요 안에 펄 같은게 씹히는것도 색다르고 카페까지 오는길도 너무 예뻐서 모든게 다 만족,0,0,1,1,0,1,0,0,0,0,0
1401,개비스커피,디카페인커피도 너무 맛있네요,0,1,0,0,0,0,0,0,0,0,0
2887,369마실,한양 도성 성곽길 걷다가 쉬어가기 좋아요 커피 맛도 좋고 마을 주민분들이 만드신 듯한 레몬차 마시며 비타민도 충전해요 이화동 골목길과 낙산 공원에서부터 동대문 방향 성곽길도 정말 좋아하는데 비슷한 느낌의 골목길 성곽길이고 월 날씨가 좋아서 더 좋으네요,0,1,0,0,0,1,0,0,0,0,0
3935,camel,커피가 맛나요 카멜커피 또 마시러 올거에요,0,1,0,0,0,0,0,0,0,0,0
4403,시나본 서울숲점,진짜 넘넘 달달하고 시나몬향 진해서 맛있어요,0,0,0,0,0,0,0,0,0,0,0
1442,포시즌스호텔서울 컨펙션바이포시즌스,테라스도 있고 커피도 맛있어요,0,1,0,0,0,0,0,0,0,0,0
4251,케익다방 건대점,케이크 만들러 일요일에 급하게 당일예약으로 갔었는데 처음에 인테리어가 너무 예뻐서 놀랐어요 그리고 처음 케이크 만드는거라 망할까봐 걱정을 많이 했는데 친절하게 설명도 해주시고 알려주셔서 너무 즐겁게 만들다가 왔습니다 다음에는 미리 예약하고 남자 친구랑 같이 가보려구요 이색데이트로도 너무 좋을거같아요 그리고 가격도 착한데 케이크가 너무너무 맛이 있어요 제가,1,0,1,1,0,0,0,0,0,1,0
607,이사일로청삼로종,길 끝에 이런 깔끔한 카페가 있는지 몰랐어요 에이드도 맛있구 사장님도 친절하세요 여행 왔는데 여쭤보는 것마다 잘 알려주셨어요,1,0,1,0,0,1,0,0,0,0,0
3134,시밀레,빵이 하나같이 다 맛있어요 제 기준 베스트 애플파이 아몬드크로와상 피자포카치아 맘모스,0,0,0,1,0,0,0,0,0,0,0
3572,마호가니 sfc점,주차가 되어서 좋아요,0,0,0,0,0,0,0,0,0,0,0
4401,시나본 서울숲점,시나몬롤은 다른 어떤 곳보다 맛난 미쿡맛 달달구리 땡길 때 아메리카노랑 조합 최고,0,0,0,1,0,0,0,0,0,0,0
2744,라콜롬브,뉴욕에 갈때마다 들리던 곳이 한국에도 들어옴 오래전 압구정동에서 발견하고 반가웠는데 없어져서 아쉬웠는데 대학로에서 발견 솔직히 뉴욕 매장들만큼 라떼가 고소하진 않아 늘 아쉽긴 하지만 다른 브랜드보다 진하고 고소하지만 텁텁하지 않은 아이스 라떼를 마시고 싶어 대힉로 갈때마다 들리게 됨,0,0,0,0,0,0,0,0,0,0,0
440,홀드미커피,역시는 역시다 오점 만점 홀드미,0,0,0,0,0,0,0,0,0,0,0
3380,계단집,한옥 가옥이 분위기가 좋고 편안하고 친절해요 오미자에이드는 예쁘고 정성이 담겼어요 커피가 더 맛있었어요,0,1,1,0,0,0,0,0,0,0,0
614,카페 노티드 안국,도넛 먹었을 때 많이 기름지지 않고 속에 들어 있는 크림도 너무 달지 않고 꽉 채워져 있어서 좋아요 직접 먹어보니 왜 요즘 인기 많은지 알겠어요,0,0,0,1,0,0,0,0,0,0,0
3864,누에종,코코넛 라떼 엄청맛있어요,0,1,0,0,0,0,0,0,0,0,0
1976,커피한약방 혜화점,인테리어 너무 예뻐서 홀린듯 들어간 곳인데 커피도 맛있었음,0,1,1,0,0,0,0,0,0,0,0
3614,호두붐 을지로점,엄마가 호두과자 좋아하셔서 지나가던길에 샀는데 사장님께서 바로 나온거로 주시고 친절하세요 엄마가 당뇨가 있으신데 팥이 저당이라 더 좋네요,1,0,0,1,0,0,0,0,0,0,0
1408,onground,공간도 넓고 조용하고 좋아요 책상 넓어서 노트북 작업하기 좋습니당,0,0,1,0,0,0,0,0,0,0,1
3586,브라운벤치,주말에 커피 사고 무료주차 이용할 수 있어서 너무 좋아요,0,0,0,0,0,0,0,0,0,0,0
577,보드레 안다미로,테라스 밖으로 보이는 초록초록한 풍경이 너무 예뻐요 음악선곡도 센스있고 친절한 사장님이 계셔서 항상 잘 쉬다 가게 되네요 원두도 좋은거 쓰시는지 커피맛도 일품이고 생과일류도 인위적인 단맛 없이 다 맛있어요 꼭가세요,1,1,1,1,0,0,0,0,0,0,0
1145,어퍼스트로피,이뿌고 음료도 맛있어요 친절하세요,1,0,0,0,0,1,0,0,0,0,0
3977,훔볼트,손님이 적어서 시끄럽지는 않지만 이렇게 못생긴 육천원짜리 음료도 드물겠네요,0,0,0,0,0,0,0,0,0,0,0
628,프릳츠 원서점,빵들이 생각보다 너무 맛있어서 놀랐다 커피를 즐기지 못하는 나는 우롱차를 시켰는데 너무 취향이라 행복했다 처음엔 날이 좋아서 야외 테이블에 앉았는데 점점 참새와 함께하는 테이블이 되길래 안으로 자리를 옮겼다 큰창 앞에 앉았더니 기분조코 음식마시꼬 짱,0,0,1,1,0,1,0,0,0,0,0
3208,덕수궁 리에제와플,분 정도 기다렸어요 근데 너무 맛있어요 블루베리 크림치즈 벨지움초코 메이플,0,0,0,0,0,0,0,0,0,0,0
2537,스노브 대학로점,대학로 터줏대감 대초반에 왔었는데 어느새 난 대 딸기케잌 여전히 맛있고 홍차랑 같이 먹으니까 두말하믄 입아픔 가게 내부 인테리어는 전과 변함없어 페인트칠 살짝 해주고싶음,0,0,0,1,0,1,0,0,0,0,0
904,리틀버틀러,매장이 협소하긴 했지만 그래도 커피마시며 이야기하기 좋았어요 커피맛은 무난합니다,0,0,0,0,0,0,1,0,0,0,0
2512,커피 이터니티,여기커피완전 맛있어요 심지어 밀크티도 맛있음 신기방기 인테리어 이쁜데 시간이 없어 테이크아웃함 이터니티커피 테이크아 웃안되는거 넘 슬픔 사이즈맞는 컵이 없대요,0,1,1,0,0,1,0,0,0,0,0
4022,버터 팬트리,정말 오고싶었던 곳인데 드디어 오게 되었습니다아 사실 아직 맛보기 전이지만 벌써부터 친절함에 감사하고 선물용으로 도 구매 잘하고 왔습니다 번창하세요 헤헿,1,0,0,0,0,0,0,0,0,0,0
62,스쿠퍼젤라또,고소한 맛으로만 선택했는데 다 맛있어요 앞 매장때문에 영향 받으실텐데 사장님이 참 친절하셨어요,1,0,0,1,0,0,0,0,0,0,0
3776,카페타치,편한분위기와 커피가 맛있어요,0,1,0,0,0,0,0,0,0,0,0
1087,R.ed 아리디,아기자기 사랑스런 카페입니다 산행후 버드와이즈를 시켰는데 안주거리 서비스가 있었음 좋았을건데 좀 아쉬웠어요,0,0,0,0,0,0,0,0,0,0,0
1261,남매다과점,마카롱 지나가다 구매 맛은 꼬끄는 좀 덜 달긴한데 개인적으로 달달 필링 은근하게 맛별로 달라요 사장님 두 분 다 정만 친절하시고 오후 방문 시 원하는 메뉴 소진될 수 있어요,1,0,0,0,0,0,0,0,0,0,0
1463,루트비커피 시청점,맛있는 커피가 좋은 가격입니다,0,1,0,0,0,0,0,0,0,1,0
2317,카페키이로,밤에 초코테린느 생각나서 힘들었어여,0,0,0,0,0,0,0,0,0,0,0
1436,포시즌스호텔서울 컨펙션바이포시즌스,크리스마스 케이크보다는 역시 과일 생크림 미리 예약하고 말씀 드리면 보칼리노에서 디저트로 바로 먹을 수 있게 준비해 주세요 달지 않고 아주 맛있었어요,0,0,0,1,0,0,0,0,0,0,0
2377,쇼콜라탑,테이크아웃 전문인줄 모르고 갔는데 매장에서 먹을수 있게 해줘서 감사합니다 맛있게 잘 먹었습니다 또 다른 디저트 먹기 위해 가 겠습니다,0,0,0,0,0,0,0,0,0,0,0
3109,블루제이커피스페이스,상왕십리에 이런 곳이 생기다니 친구따라 가봤는데 너무 좋네요 아주 힙하고 인테리어가 맘에 들어요,0,0,1,0,0,0,0,0,0,0,0
839,달럽,하 사장님께 죄송하지만 저만 아는 집으로아지트 삼고 싶어용,0,0,0,0,0,0,0,0,0,0,0
541,차마시는뜰,꽃얼음차인데 해뜨거운날 마시니 좋았어요 단팥죽은 많이 달았어요 시루떡은 분가량 바로 쪄서 나와요 찹쌀떡 먹고싶었는데 매진이라 못먹었어요,0,0,0,0,0,1,0,0,0,0,0
2553,릴랙스 인 다운타운,시그니처 메뉴 릴랙스커피 맛있고 카페 깔끔해서 제 취향,0,1,0,0,1,0,0,0,0,0,0
3578,골드바틀 센터플레이스점,좋아요 마음애 들어요,0,0,0,0,0,0,0,0,0,0,0
4081,소리숲카페,성수동에서 분위기 좋고 조용히 음악 들으며 맛잇는 커피 마시기 너무 좋네요 디저트 맛잇고 시그니처 커피 너무 맛있어요,0,1,1,1,0,0,0,0,0,0,1
12,에디션덴마크쇼룸,제가 마셔본 티중에 젤로 맛있었어요 깨끗하고 달콤하며 향긋한 맛 직원분께서 추천해주신티가 너무 좋아 티까지 구매하게 되었답니다 친절한 직원분,1,0,0,0,0,1,0,0,0,0,0
