,cafe,review,친절해요,커피가 맛있어요,인테리어가 멋져요,디저트가 맛있어요,매장이 청결해요,음료가 맛있어요,대화하기 좋아요,사진이 잘 나와요,뷰가 좋아요,가성비가 좋아요,집중하기 좋아요
549,RadioM,소금빵 연유빵 맛있어요 알바도 친절하세요 국립현대미술관 뷰 맛집이네요,1,0,0,1,0,0,0,0,1,0,0
550,RadioM,아포카토 맛있어요 아이스크림 짱많이주십니다 인테리어도 굿굿,0,0,1,1,0,0,0,0,0,0,0
551,RadioM,가게가 예쁘고 분위기 좋아요 빵맛은 보통이었어요 옥수수스콘 찹쌀깜빠뉴,0,0,1,0,0,0,0,0,0,0,0
552,RadioM,좋아요 갤러리 구경 하고 오면 좋음 근데 테이블을 자주 안닦으시는것 같아요 자주 정리하면 좋을것 같아요,0,0,0,0,0,0,0,0,0,0,0
553,RadioM,크로플 너무 맛있어요 달팽이빵은 잘라먹기 힘들었는데 그래도 달달구리 맛있었네요 잔이 이뻐서 보는순간 너무 기분좋았어요,0,0,0,1,0,0,0,0,0,0,0
554,이태리탁,융드립퍼로 내린 특별한 감성과 멋진 분위기가 있는 집입니다 커피 원두종류와 볶은강도 강중약에서 스스로선택해서 주문하셔야 해요 고객마다 호불호가있고 사장님이 그 추상적느낌을 정확히 모든손님에게설명하고 권하기어려우니 추천은 권하지않고요 한옥갬 성과 빈티지한 따듯하고 묵직한잔과 예쁜물컵 특별한 커피를 마시는기분이 경험하기에 멋진일입니다 원두값이 폭등했다는데,0,1,0,0,0,0,0,0,0,0,0
555,이태리탁,살짝 어두운 분위기에 흘러나오는 음악들과 까페 내부 인테리어 모두 잔잔히 조화롭게 잘 어울리는 차분하고 멋진 곳이었습니다 무엇보다 커피 맛이 너무 좋았습니다 꼭 드립커피로 드셔보세요,0,1,1,0,0,0,0,0,0,0,0
556,이태리탁,융드립맛집이라고 해서 일부러 찾아간 집 아늑한 실내공간 약배전으로 케냐 안티구아강배전으로 동생과 함께 좋은시간 가졌다 사장님 넘 친절하시고 서비스로 특별히 주신 커피도 부드럽고 맛이 좋았다 담에 재방의사 있습니다,1,1,1,0,0,0,0,0,0,0,0
557,이태리탁,여기 커피도 맛있어요 원두 구입도 착한 가격으로 구입했는데 맛도 괜찮네요,0,1,0,0,0,0,0,0,0,1,0
558,이태리탁,안녕하세요 저 용훈이에요 굴라쉬에 레드와인 최고에요 이제 시까지니까 다음주에 또 갈게요,0,0,0,0,0,0,0,0,0,0,0
559,이태리탁,도봉동 한신아파트 근처 편의점 옆에 있는 작은 카페 융드립 핸드드립 전문점 융드립 르완다인조부 도봉동 융드립카 페 탁씨드립 사장님께 커피에 관한 유익한 이야기도 많이 듣고 신선하고 내 입맛에 맞는 핸드드립커피 맛있게 마시고 간다 중간으 로 볶으셨다는 르완다커피 개성있고 독특한 맛이라고 하셨는데 나에겐 익숙한 좋은 맛이라 마음에 들었다 처음에 내려주신 건,0,1,0,0,0,0,0,0,0,0,0
560,이태리탁,융드립 커피 마시고 더치커피 구입 작은 패트병에 덜어주셨고 더치 약간 시음했는데 진하고 신선하고 살짝 새콤 일주일만에 열었는데 살 때보다 원액 신 맛이 훨씬 강해졌어요 우유에 희석시키니 괜찮습니다,0,0,0,0,0,0,0,0,0,0,0
561,보드레 안다미로,테라스 밖으로 보이는 초록초록한 풍경이 너무 예뻐요 음악선곡도 센스있고 친절한 사장님이 계셔서 항상 잘 쉬다 가게 되네요 원두도 좋은거 쓰시는지 커피맛도 일품이고 생과일류도 인위적인 단맛 없이 다 맛있어요 꼭가세요,1,1,1,1,0,0,0,0,0,0,0
562,보드레 안다미로,너무 더운날에 카페 찾아보다가 들어왔는데 좋은 선택이었던 것 같아요 작은 카페이지만 빙수 퀄리티도 아주 좋고 커피도 다른 곳보다 훨씬 맛있어요 사장님도 친절하셔서 재방문 의사 입니다 번창하세요 사장님,1,1,0,1,0,0,0,0,0,0,0
563,보드레 안다미로,때이른 더위에 지친몸과 마음을 완전 시원하게 만들어준 팥빙수,0,0,0,1,0,0,0,0,0,0,0
564,보드레 안다미로,사장님 친절하시구 망고스무디 달고맛있어요 너무더워서 쉬려고간곳이었는데 층으루되어있었구 메뉴도많고 자리도많아서 좋았어요 피아노도있더라구요,1,0,1,0,0,1,0,0,0,0,0
565,보드레 안다미로,나만 알고싶은 카페이지만 이미 사람들이 많네요 가을에 오면 앞에 은행나무가 있어서 너무 예쁠것같아요 음료도 빵도 너무 맛있어요,0,0,0,1,0,1,0,0,1,0,0
566,보드레 안다미로,항상 서울에 볼일있으면 일부러 가는 커피맛집인데 오늘은 더워서 과일빙수 먹었는데 빙수도 역쉬 굿입니다요 다만 조용하고 쾌적한 곳이었는데 손님이 너무 많네요 청와대 개방탓인지 삼청동이 시끌시끌하네요 사장님은 여전히 시크하시고,0,0,0,1,0,0,0,0,0,0,0
567,보드레 안다미로,서울 놀러와서 맛집을 잘몰라 아무곳이나 들어왔는데 오 잘들어온거같아요 빙수도 맛있고 분위기도 좋네요 더워서 어지러웠는데 빙수먹으니까 완전 회복되네요 꼭 한번씩 들러보세요 맛있어요,0,0,1,1,0,0,0,0,0,0,0
568,보드레 안다미로,아이랑 같이방문하기에 카페분위기가 편안했어요 단 한테이블에 아주머니들 분이서 빙수 개주문해서 드시는건 좀 매너가 아닌가싶네요 더운날씨에 시원한 과일빙수 너무잘먹고가요 다음번엔 핸드드립 먹으러올게요,0,0,1,1,0,0,0,0,0,0,0
569,보드레 안다미로,층 시원하고 테라스 좋은 카페에요 음료 잔 빙수 개 치즈케이크 먹고 있는데 행복해요 바람 살랑살랑,0,0,1,1,0,0,0,0,0,0,0
570,파인콘,빈티지 분위기 너무 좋고 커피도 맛 깊어서 너무 좋았습니다,0,1,1,0,0,0,0,0,0,0,0
571,파인콘,빈티지한 인테리어가 좋았음 구경하는 재미가 있음 딸기라떼 먹기 좋을 정도의 달달함 맛은 무난,0,0,1,0,0,0,0,0,0,0,0
572,파인콘,분위기가 너무 좋아요 엔틱하고 사진도 너무 잘나와서 대충찍어도 이쁘구요 음료도 맛있어요 젊은사장님이신데 너무 친절하시더라고용 한옥마을 올때마다 들릴게요,1,0,1,0,0,1,0,1,0,0,0
573,파인콘,종종 가는 곳인데 리뷰는 처음이네요 인테리어 서비스 커피맛 다 만족이에요,1,1,1,0,0,0,0,0,0,0,0
574,파인콘,삼청동의 조용한 카페입니다,0,0,0,0,0,0,0,0,0,0,1
575,파인콘,분위기가 멋스러워요,0,0,1,0,0,0,0,0,0,0,0
576,파인콘,라떼가 제 취향에 딱 맞았어요,0,1,0,0,0,0,0,0,0,0,0
577,파인콘,테이블간 거리가 넓어서 좋아요,0,0,1,0,0,0,0,0,0,0,0
578,라포레,마카롱 맛 다양하고 예뻐요 살짝 녹인거 먹으면 정말 맛있어요,0,0,0,1,0,0,0,0,0,0,0
579,라포레,너무 맛있고 커피도 맛있어요 마카롱도 제 얼굴만큼 큽니다 아 그리고 무엇보다 직원분인지 사장님이신지는 모르겠지만 너무너무 친절하시고 예쁘세요 김지원 닮으셨어요 맛 추천도 잘 해주시고 안국역 갈 때 마다 방문 할 것 같아요,1,1,0,1,0,0,0,0,0,0,0
580,라포레,마카롱 진짜 너무너무 예뻐요 흔하게 보이는 디자인이 아니고 다 특별하고 귀여운 것입니다 근데 맛도 있어요 세상에,0,0,0,1,0,0,0,0,0,0,0
581,라포레,선물용으로 샀습니다 마카롱이 귀여워요,0,0,0,0,0,0,0,0,0,0,0
582,라포레,여친이 마카롱 좋아해서 사갔는데 옆에서 같이 한조각 먹어보니 상상한것 이상으로 맛있어서 화들짝 놀랐네요 평가가 좋은 이유 납득했습니다,0,0,0,1,0,0,0,0,0,0,0
583,라포레,마카롱 꼬끄는 아몬드맛이 엄청나고 필링은 진짜 고급진 맛 뭘 골라도 실패없는 마카롱,0,0,0,1,0,0,0,0,0,0,0
584,라포레,다양한 마카롱이 있는데 가격대비 맛은 보통임 친구가 많이 좋아해서 근처가면 꼭 들리는곳,0,0,0,1,0,0,0,0,0,0,0
585,라포레,맛있어요 선물하기에도좋아요,0,0,0,0,0,0,0,0,0,0,0
586,라포레,직원분이 예쁜 얼굴만큼 너무너무 친절하세요 덕분에 아이들과 즐거운 디저트 타임 보냈어요 감사합니다,1,0,0,0,0,0,0,0,0,0,0
587,카페 루아흐,조용하고 커피가 맛있어요 북촌한바퀴돌고 내려올때 만난 커피집입니다,0,1,0,0,0,0,0,0,0,0,1
588,카페 루아흐,음료도 너무 맛있고 한복도 넘 이쁜거 많아요,0,0,0,0,0,1,0,0,0,0,0
589,카페 루아흐,골목길 안쪽에 있는 한적한 카페 친절해요,0,0,0,0,0,0,0,0,0,0,1
590,카페 루아흐,시원하고 깔끔한 인테리어,0,0,1,0,0,0,0,0,0,0,0
591,라플란드 드 카페,지나가다 아이스크림 팔아서 먹어봤는데 요거트맛 상콤하게 맛있었어요,0,0,0,1,0,0,0,0,0,0,0
592,라플란드 드 카페,카페인듯 옷가게인듯 소품가게인듯 구경하는 재미도 있고 쉬어가는 휴식도 가능해서 좋습니다,0,0,0,0,0,0,0,0,0,0,0
593,라플란드 드 카페,옷가게처럼 보이는 건물에 카페 이름도 숨어 있어서 방문했더니 층에 카페 자리가 마련되어 있었어요 층은 옷,0,0,0,0,0,0,0,0,0,0,0
594,커피펙토리글로보,커피맛이 좋아요 상냥해요,1,1,0,0,0,0,0,0,0,0,0
595,커피펙토리글로보,커피가 생각보다 연했어요 플랫화이트라 찐한맛을 기대했는데 아쉽 그치만 층 매장 넓어서 좋아용,0,0,1,0,0,0,0,0,0,0,0
596,커피펙토리글로보,아메리카노 하나는 진하고 하나는 너무 너무 연했어요 조금 아쉽네요 디저트는 맛있게 잘 먹었습니다,0,0,0,1,0,0,0,0,0,0,0
597,커피펙토리글로보,친구들이랑 간만에 만나서 삼청동 나들이 다녀왔어요 거울무슨카페 가려다가 생각보다 너무 좁고 별로여서 찾아다니다가 우연히 발 견했어요 사람도 적었고 분위기도 너무 좋았어요 레몬에이드는 맛있었고 시원했는데 딸기바나나스무디는 약간 약맛이난다고 해야하 나 좀 그랬던거같야요 담에 가면 커피종류를 마셔보고싶네요 윗층에는 일반카페 모양의 카페가 있다는데 안올라가봐서 어,0,0,1,0,0,1,0,0,0,0,0
598,커피펙토리글로보,맛있고친절해요 조금비싸요,1,0,0,0,0,0,0,0,0,0,0
599,커피펙토리글로보,노키즈 존은 중정이 있는 한옥 스타일이고 아이들도 입장 가능한 곳은 로스팅 향이 진한 모던 스타일이에요,0,0,1,0,0,0,0,0,0,0,0
600,뮤직컴플렉스 서울,판을 직접 가져다 경험해볼 수 있는 카페 자리마다 기구가 다 준비되어 있고 내가 원하는 다양한 음악을 감상할 수 있었어요 청음실 도 따로 준비되어 있어 공간 안에서 꽉찬 음악을 들을 수 있다는 점도 좋았어요 색다른 경험을 해볼 수 있어 적극 추천하고 싶은 곳,0,0,1,0,0,0,0,0,0,0,0
601,뮤직컴플렉스 서울,노래도 들을수있고 분위기도 좋아요,0,0,1,0,0,0,0,0,0,0,0
602,뮤직컴플렉스 서울,분위기 좋고 좋아하는 음악도 맘껏 즐길수 있네요 볼륨 업,0,0,1,0,0,0,0,0,0,0,0
603,뮤직컴플렉스 서울,음료가 너무 비싸요,0,0,0,0,0,0,0,0,0,0,0
604,카페 노티드 안국,평일 오전 시반쯤 도착 웨이팅 없었어요 직원분들 정말 친절히 안내해주셨구요 모든 종류 다 구매가능하다고 미리 고지도 해주셨 어요 우유생크림맛이랑 바닐라크림맛 크림양도 많고 맛있었습니다 요즘에는 우유생크림에 뭘꽂아주시던데 귀여웠어요 역시는 역 시입니다 얼그레이도 좋아라하는데 얼그레이는 크림양이 다른것들에 비해 조금 부족한 느낌이 들었어요 그래도 역시 크림맛집,0,0,0,1,0,0,0,0,0,0,0
605,카페 노티드 안국,구매 후 당일에 먹었는데도 빵피가 너무 빨리 굳더라구요 빵피가 아쉬웠지만 크림은 맛있었어요 하지만 웨이팅을 또 해야한다 고 생각하면 한번 먹어본걸로 만족할래요,0,0,0,0,0,0,0,0,0,0,0
606,카페 노티드 안국,핫 하다는 노티드 도넛 드디어 먹어봤어요 평일 오전에 일찍 갔더니 웨이팅은 없어서 편하게 샀어요 근데 점심시간쯤 되니까 웨이팅 줄이 생기네요 도넛 크림이 엄 청 부드럽고 냉장고에 살짝 차갑게 해서 먹으면 크림이 단단해져서 더 맛있는거 같아요,0,0,0,1,0,0,0,0,0,0,0
607,카페 노티드 안국,도넛 먹었을 때 많이 기름지지 않고 속에 들어 있는 크림도 너무 달지 않고 꽉 채워져 있어서 좋아요 직접 먹어보니 왜 요즘 인기 많은지 알겠어요,0,0,0,1,0,0,0,0,0,0,0
608,카페 노티드 안국,맛은 없고 이쁘기간 할줄 알았는데 우와 진짜 맛있어요 다음날 먹었는데도 촉촉함이 지금껏 먹었던 도넛과 달라요 다운타우너버거 옆집이라 음식 기다리는동안 후다닥 사왔어요 시반전에는 대기없이 가능합니당,0,0,0,1,0,0,0,0,0,0,0
609,카페 노티드 안국,제 첫 노티드인데 진짜 왜 인기가 많은지 알겠어요 크림양도 미쳤고 블루베리크림치즈 도넛 진짜 맛있습니다 최애에요 그리고 주말에 웨이팅 많이 했지만 그래도 직원분들만의 체계적인 시스템 속에서 빠르게 포장을 할 수 있었습니다 매장이 좁아서 보통 포장을 거의 대부분 하시더라구요,0,0,0,1,0,0,0,0,0,0,0
610,카페 노티드 안국,가족들과 나누어 먹으려고 종류별로 샀는데 담번에는 우유생크림 도넛만 사려고요 다 맛있긴하지만 우유생크림이 너무 부드럽고 맛있어서 한개 다 먹구 싶거든요 시쯤 갔더니 웨이팅없이 바로 살 수 있었어요,0,0,0,1,0,0,0,0,0,0,0
611,카페 노티드 안국,브라우니 처음 먹어봤는데 맛있었어요 생크림 크로와상은 커스타드 크림까지 들어가 있어서 진짜 굿굿,0,0,0,1,0,0,0,0,0,0,0
612,카페 노티드 안국,도넛은 두말할것 없이 정말 맛있습니다 도넛 이외의 베이커리도 정말 맛있어보여서 주문해봐야겠어요 주문만 할땐 몰랐는데 직접 방문해보니 매장이 협소해서 매장에 한번에 많은 인원이 들어가지 못해서 굳이 줄서야할 인원이 아닌데 밖에 햇볕에 줄서야하는게 조금 불편했습니다 일부러 줄서는 매장 처럼 보이게 유도한다는 느낌이 강했어요,0,0,0,1,0,0,0,0,0,0,0
613,아키비스트,드디어 와본 아키비스트 대표 색상이 그린그륀 요즘 계절에 딱이네요 사람들 엄 청 붐비는 주말 그리고 최고절정의 시간에 방문했어요 맛있어요 익선동의 한 카페 맛이랑 똑같아서 맛있게 잘 마셨어요 그리고 제일 합리적인건 테이크아웃시 할인이에요 완전 최고 그리고 마지막으로 화장실 세정워시 향도 느므 쪼아요,0,0,0,0,1,1,0,0,0,0,0
614,아키비스트,아인슈페너 바닐라라떼 둘 다 맛있어요 개인적으로는 투고해서 근처 벤치 앉아 마시는게 더 운치 있고 좋았어요 투고하면 할인되는 줄 몰랐는데 할인은 덤 사장님도 친절해요,1,1,0,0,0,0,0,0,0,0,0
615,아키비스트,몇번 갔는지 카운트하기도 힘든 곳 차갑던 따뜻하던 마지막 모금까지 쫀쫀한 크림이 완벽한 아인슈페너는 이곳이 유일무이 베이커리 는 스콘이랑 레몬파운드가 최고 나머지는 평타이상,0,1,0,1,0,0,0,0,0,0,0
616,아키비스트,아인슈페너 진짜 맛은 있어요 웨이팅이 있었지만 그래도 테이크아웃하길 잘한것 같습니다 웨이팅 하는 시스템은 종이가 아니라 바 꿔야할것 같아요 테이크 아웃하면 할인도 적용도 해주고 날이 좋으면 매장이 아니더라도 괜찮을듯,0,1,0,0,0,0,0,0,0,0,0
617,아키비스트,아인슈페너 맛있었어요 아메리카노도 괜찮고 솔티드 카라멜 휘낭시에 먹었는데 그냥 휘낭시에도 먹어보고 싶어요,0,1,0,0,0,0,0,0,0,0,0
618,아키비스트,서울 대 아인슈페너 맛집이라고 해서 방문 해봤는데 진짜 맛있어요 매장 근처도 조용해서 테이크 아웃해서 먹기도 좋고 가게 자체 분위기도 좋아요,0,1,1,0,0,0,0,0,0,0,0
619,아키비스트,비주얼만으로도 특유의 쫀쫀한 크림이 느껴졌던 아인슈페너는 묵직하게 듬뿍 올라가 있는 크림이 엄청 꾸덕하고 진해 커피와 함께 먹지않고 크림만 먹는다면 목이 메이는 것처럼 느껴질 정도였어요 개인적으론 커피에 크림이 살짝 녹으며 어우러지는걸 좋아해 커피 자체가 부드럽고 고소한 맛이 많이 느껴져 진하게 마실 수 있었던 플랫 화이트가 더 맛있었던 것 같습니다,0,1,0,0,0,0,0,0,0,0,0
620,아키비스트,카페 이용 대기줄이 엄청 길어요 본인 기준 시간 분 대기 안내받았음 테이크아웃 해서 근처 바위에 앉아서 먹었습니다 주문 하고 분 분 기다린 것 같아요 아인슈페너 진짜 너무너무 맛있었어요 스콘은 평범했습니다 다음에도 근처 가게되면 재방문 할 것 같아요 개인적인 생각으로는 기다려서 먹을 가치가 있다고 생각합니다,0,1,0,0,0,0,0,0,0,0,0
621,부암동스코프,브라우니 먹고 싶어 일부러 들렸어요 목적지가 스코프예요 브라우니는 하루 이틀 냉장고에 두고 먹어도 좋지만 스콘은 바로 먹는 게 맛있어요 종이 봉투에 오래 두면 겉이 바삭한게 없어지더라구요 브라우니 중독성 있어 큰일이예요,0,0,0,1,0,0,0,0,0,0,0
622,부암동스코프,스콘과 브라우니 맛집이예요 브라우니는 어떤걸 선택해도 맛있어요 너무 달다싶지만 단 맛에 먹는 거니까요 스콘도 바삭하고 고소 해요 버터향도 풍부해서 좋아요 커피는 신맛나는 원두네요 원두종류를 선택하면 좋을텐데 그점은 아쉬워요,0,0,0,1,0,0,0,0,0,0,0
623,부암동스코프,부암동 지나다 스콘 맛집이라는 일행의 말에 모임 인원 맞춰서 얼그레이스콘 버터스콘 치즈스콘 하나씩 포장해서 왔어요 명성에 걸맞게 달지 않고 바삭하고 담백하니 맛나네요 스콘 맛집 인정 제 입맛엔 얼그레이스콘이 제일 맛있어요,0,0,0,1,0,0,0,0,0,0,0
624,부암동스코프,포장한 메뉴는 얼그레이 스콘 브라우니 레몬케이크 바나나케이크 버터스콘 쇼트브래드비스킷 라꽁비에드버터 클로티트크림 언 제 또 여기 오겠어 하고 왕창 샀는데 욕심 너무 부리지 말걸 고등학교 때 부암동 사는 애들이 추천해줬던 곳 이렇게 사람이 많았었나 싶다 너무 사람 많아서 그냥 빵 먹고싶은거 포장하고 근처 조용한 카페가는걸 추천한다,0,0,0,0,0,0,0,0,0,0,0
625,부암동스코프,미술관 왔다가 브런치겸 들렀던 부암동 무계원 정류장 바로앞 케잌도 맛있지만 스콘이 진짜 너무 맛있다 스콘엔 버터가 국룰인데 구 매해야하는 점이 불편했만 저렴한 가격이니 끄덕끄덕 커피는 플랫화이트를 주문 뷰도 멋진,0,1,0,1,0,0,0,0,1,0,0
626,부암동스코프,스콘 사러 방문 맛은 믿먹 크고 촉촉 직원분 친절하십니다 일부터 일까지 부암동스코프는 영업 안하시니 참고하세요,1,0,0,1,0,0,0,0,0,0,0
627,부암동스코프,다음 사진들은 볼만합니다 떡처럼 사진을 찍었지만 티라미수 입니다 맛있네용,0,0,0,1,0,0,0,0,0,0,0
628,부암동스코프,두번째 방문이네요 맛있어요 브라우니 많이 달긴 한데 맛있어요,0,0,0,1,0,0,0,0,0,0,0
629,부암동스코프,꼭 가봐야할 스콘 집 정말 맛있습니다,0,0,0,1,0,0,0,0,0,0,0
630,서촌스코프,뭘 먹어야할지 몰라 베스트셀러로 골랐는데 진짜 너무 맛있네요 다 먹어보고 싶은데 사이즈가 커서 부라우니는 진해서 커피와 먹기 너무 맛있구영 오렌지 케이크는 달지 않고 맛있어요 스콘은 진짜 고소하고 진짜 맛있어용 자주 가야겠어요 한시간 걸리는 거리이지만 또 가야겟어요,0,0,0,1,0,0,0,0,0,0,0
631,서촌스코프,스코프 짱짱 헤이즐넛초코 스콘이랑 브라우니 샀는데 가격대비 퀄리티랑 크기가 아주 만족이예요 스콘은 사실 기대를 너무 많이 했는지 생각보다 그저 그랬는데 브라우니가 대박 완전 꾸덕꾸덕하고 반만 먹어도 당충전 빠박입니닷,0,0,0,1,0,0,0,0,0,0,0
632,서촌스코프,날씨 좋은날 라즈베리 아몬드 타르트 상큼한 라즈베리 아몬드 버터향의 조화 이거 맛있네요 밑에 타르트 쿠키의 바삭한 식감이 좋 아요 차갑게 드시는걸 추천해요,0,0,0,1,0,0,0,0,0,0,0
633,서촌스코프,버터가 많이 들어갔는지 조금 느끼한 감이 있는데 퍼석한 스콘 말고 이런 느낌의 스콘 좋아하시는 분들은 잘 맞을듯 해요 저는 물론 너무 좋아합니당,0,0,0,0,0,0,0,0,0,0,0
634,서촌스코프,수요미식회 버터스콘 구매하러 방문 촉촉하고 무겁지 않은 그리고 크기 정말 스콘계의 혁명임 혈당 올라가는 케이크류 나 버터바 등도 같이 있어 고르기 매우 힘이 듦 층은 제품 판매 및 제조 층에 취식 가능 사진처럼 제품이 그냥 쌓여있어 위생이 걱 정되긴 함 잘 보면 한쪽에 반값 할인하는 제품도 있으니 참고하세요,0,0,0,1,0,0,0,0,0,0,0
635,서촌스코프,헤이즐럿초콜렛스콘 꼭 드셔보세요 그 다음은 바나나 좋아하는 분은 바나나케익 맛보시길 층에 아담한 좌석도 있고 햇빛받으며 빵이랑 커피도 마실수 있어요 빵집 여기가 맛집,0,0,0,1,0,0,0,0,0,0,0
636,서촌스코프,친구 추천으로 처음 가봤어요 크기가 생각보다 커서 만족 맛도 만족 주말이라서 그런지 사람이 많았어요,0,0,0,0,0,0,0,0,0,0,0
637,서촌스코프,정말 맛있는 스콘을 맛볼 거 같아서 신나서 방문했던 곳이에요 그동안 먹었던 스콘이랑은 차원이 다르게 겉면이 아주 바삭바삭하고 속 은 시트처럼 푹신하네요 커피는 숨 맛 신맛 탐 맛 없이 깔끔하고 진한 맛이에요 아쉬운 점은 층이 규모가 작은데 인원이 꽉 차고 소리 가 울려서 너무 시끄러웠어요 포장해서 집에서 드시는 게 제일 좋은 방법을 듯 하네요,0,1,0,1,0,0,0,0,0,0,0
638,런던 베이글 뮤지엄,지독한 웨이팅과 몹시 매우 바쁜 가게이지만 그럼에도 불구하고 친절한 직원분들과 열심히 일하시는 모습과 멋진 가게내부와 무엇보다도 맛에 충실한 베이글집 괜한 인스타빨의 가게가 아님 잠봉뵈르 베이글 꼭 드세요,0,0,0,1,0,0,0,0,0,0,0
639,런던 베이글 뮤지엄,베이글 맛집인곳을 이제서 찾아가봤네요 역시 소문대로 이른시간에도 대기가 어마어마하네요 테이크아웃했기에 기다림없이 들어갔어요 감자치즈베이글 버터솔트베이글 역시 존맛입니다 시나몬베이글은 주변에 선물하느라 맛보진못했어요 다음엔 더 듬뿍 사와야겠네요,0,0,0,1,0,0,0,0,0,0,0
640,런던 베이글 뮤지엄,갖은 재료로 베이글의 풍미를 더한 아주 핫했덩 베이글 맛집 가격대가 있어서 베이글이 크림치즈 음료만 해도 만 원에 육박하는 가격대라 빵값이 만만치 않지만 베이글 좋아한다면 한 번 방문해 볼만한 곳,0,0,0,0,0,0,0,0,0,0,0
641,런던 베이글 뮤지엄,포태이토스프가 맛있디고 해서 시도했는데 원래 없데요 사진으로 오해받는 스프는 머쉬룸 스프라고 하네요 따듯한 머쉬룸 스프 와 쉬림프 베이글 포장도 오픈런 해야한다고 해서 걱정했는데 월요일 아침이어서 그런가 시 분 현재 매장에도 자리가 있어요 손 님은 벌써 많다는건 안 비밀 체인이 여러곳에 생겼으면 좋겠네요,0,0,0,0,0,0,0,0,0,0,0
642,런던 베이글 뮤지엄,맛이야 워낙 유명한거고 일단 매장이 굉장히 바쁘고 정신없는데도 직원분들이 엄청 친절해요 평일정오에 갔는데도 사람은 바글바글하고요 테이크아웃으로 대기등록하면 금방 빠져서 많이 기다리진 않았습니다,1,0,0,1,0,0,0,0,0,0,0
643,런던 베이글 뮤지엄,일요일 오전 대기 걸어놓구 근처에서 다른거 하고 놀다가 다시 가서 받았어요 시간이 맞으면 먹고갈까 했는데 포장만 해왔구요 쪽 파 프레첼 베이글 먹고 싶었는데 오래 들고 돌아 다니면 변할까 싶어 최대한 상하지 않을 것들로만 골라왔습니다 버터 솔트 프레 첼 맛있었구요 담에 가면 크림치즈 종류 엄청 많던데 꼭 먹어보고 싶어요,0,0,0,0,0,0,0,0,0,0,0
644,프릳츠 원서점,빵들이 생각보다 너무 맛있어서 놀랐다 커피를 즐기지 못하는 나는 우롱차를 시켰는데 너무 취향이라 행복했다 처음엔 날이 좋아서 야외 테이블에 앉았는데 점점 참새와 함께하는 테이블이 되길래 안으로 자리를 옮겼다 큰창 앞에 앉았더니 기분조코 음식마시꼬 짱,0,0,1,1,0,1,0,0,0,0,0
645,프릳츠 원서점,귀여운 물개가 시선 강탈하는 찐 커피 맛집 핸드드립이 역시 프릳츠구나 싶고 라떼도 살짝 산미가 있는데 진하고 맛이 좋다 산딸기 크로와상과 퀸아망에도 박수를 매장이 협소한게 아주 아쉬운 점이랄까,0,1,0,1,0,0,0,0,0,0,0
646,프릳츠 원서점,공사중이라 어수선하긴 하지만 그래도 커피가 맛있고 직원분들에게서 밝은 에너지가 느껴져서 좋았어요,1,1,0,0,0,0,0,0,0,0,0
647,프릳츠 원서점,프릳츠커피의 진수입니다 야외테이블에서 친한 친구와 마시는 맛난 커피 거기에 멋진 한국식 인테리어가 뿌듯하게 느껴집니다 아이스카페라떼 디카페인 너무 맛있었어요,0,1,1,0,0,0,0,0,0,0,0
648,프릳츠 원서점,마음의양식 이라는 에스프레소 마셔봤어요 산미가 좀 높은 느낌 전체적으로 가게가 운치있고 커피도 마실만해서 사람들이 늘 많은듯해요,0,1,1,0,0,0,0,0,0,0,0
649,프릳츠 원서점,안국오면 종종 들리는 프릳츠 분위기도 컵의 모양도 커피 맛도 모두 만족스러운 곳입니다 가격대는 쪼꼼 있어서 아쉽지만 그만큼 힙한 갬성으로 매력을 뽐내는 곳이기도 합니댯,0,1,1,0,0,0,0,0,0,0,0
650,프릳츠 원서점,커피 맛도 좋고 분위기도 멋져요,0,1,1,0,0,0,0,0,0,0,0
651,프릳츠 원서점,아이스아메리카노 맛있어요 좌석이 적지는 않지만 날씨가 궂은 날에는 야외를 쓸 수 없어 아쉽네요,0,1,0,0,0,0,0,0,0,0,0
652,땡스오트 안국,아보카도 샌드위치 생각 했던거 보다 훨씬 맛이 좋았습니다 자몽에이드도 너무 달지 않고 좋았어요,0,0,0,1,0,1,0,0,0,0,0
653,땡스오트 안국,솔솔 불어오는 선풍기 바람을 쐬면서 먹어 본 고소한 그래놀라와 생망고가 올라간 리얼망고가 무척 맛있었어요,0,0,0,1,0,1,0,0,0,0,0
654,땡스오트 안국,주말이라서 그런지 여러 명이서 온 대기 손님이 있을 정도로 북적북적해서 매장식사는 못하고 바나나 푸딩 을 포장주문해 먹었습니다 먹어보니 바나나와 그릭 요거트와 견과류의 조합이 괜찮았고 맛있었어요 다른 메뉴도 먹어보고 싶네요,0,0,0,1,0,0,0,0,0,0,0
655,땡스오트 안국,꾸덕한 요거트와 계속 먹고 싶은 샌드위치 조합 다만 포트와 나이프는 따로 구비되어 있지 않다고 해서 당황스러웠네요,0,0,0,1,0,0,0,0,0,0,0
656,땡스오트 안국,저렴한 가격은 아니지만 올라간 재료가 신선하고 맛있어요 씹는 맛이 좋은 그래놀라와 고소한 코코넛청크 달달한 아가베시럽까지 너무 조화롭고 아보카도 햄 샌드위치 도 너무너무 맛있어요,0,0,0,1,0,0,0,0,0,0,0
657,땡스오트 안국,애플피칸크럼블 포장해와서 먹었는데 맛있네요 크럼블은 생각보다 달아서 드실때 참고하세요,0,0,0,1,0,0,0,0,0,0,0
